Year & Month,Villa,Cont_Code,Job_Code, Rate , Work Order Quantity , UOM , Executed Quantity , Balance Qty , Completion Percentage , Billed , To Release , Current Billed 
Dec-23,V123,CV002,FOG010, 49.20 , 50.44 , RMT , 50.44 , -   , 1.00 ," 2,481.65 ", -   , -   
Dec-23,V123,CV002,FOG011, 183.00 , 2.50 , SQM , 2.50 , -   , 1.00 , 457.50 , -   , -   
Dec-23,V123,CV002,FOG012, 49.20 , 4.19 , RMT , 4.19 , -   , 1.00 , 206.15 , -   , -   
Dec-23,V123,CV002,FOG013, 183.00 , 4.01 , SQM , -   , 4.01 , -   , -   , -   , -   
Dec-23,V123,CV002,FOG014, 49.20 , 9.98 , RMT , -   , 9.98 , -   , -   , -   , -   
Dec-23,V123,CV002,FOG015, 183.00 , 12.64 , SQM , 12.64 , -0.01 , 1.00 ," 2,313.12 ", -   , -   
Dec-23,V123,CV002,FOG016, 49.20 , 16.80 , RMT , 16.80 , -   , 1.00 , 826.56 , -   , -   
Dec-23,V123,CV002,FOG017, 183.00 , 12.82 , SQM , 12.82 , 0.00 , 1.00 ," 2,346.06 ", -   , -   
Dec-23,V123,CV002,FOG018, 2.50 ," 1,055.00 ", SFT ," 1,055.00 ", -   , 1.00 ," 2,637.50 ", -   , -   
Dec-23,V123,CV002,FOG019, 183.00 , 3.66 , SQM , 3.29 , 0.37 , 0.90 , 602.07 , -   , -   
Dec-23,V123,CV002,FOG020, 183.00 , 17.34 , SQM , 17.34 , -   , 1.00 ," 3,173.22 ", -   , -   
Dec-23,V123,CV002,FOG021, 183.00 , 7.44 , SQM , 7.44 , -   , 1.00 ," 1,361.52 ", -   , -   
Dec-23,V123,CV002,FOG022, 183.00 , 34.90 , SQM , 34.90 , -   , 1.00 ," 6,386.70 ", -   , -   
Dec-23,V123,CV059,DLG001, 64.58 , 144.79 , SQM , 115.83 , 28.96 , 0.80 ," 7,480.30 ", -   , -   
Dec-23,V123,CV036,ETL004," 17,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 17,500.00 ", -   , -   
Dec-23,V123,CV036,ETL007, 600.00 , 1.00 , NOS , 1.00 , -   , 1.00 , 600.00 , -   , -   
Dec-23,V123,CV036,ETL005," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V123,CV023,PMG001," 9,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 9,000.00 ", -   , -   
Dec-23,V123,CV023,PMG002," 6,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 6,000.00 ", -   , -   
Dec-23,V123,CV023,PMG003, 500.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 500.00 , -   , -   
Dec-23,V123,CV023,PMG004," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V123,CV023,PMG005," 6,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 6,000.00 ", -   , -   
Dec-23,V123,CV023,PMG006," 1,800.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,800.00 ", -   , -   
Dec-23,V123,CV023,PMG007," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V123,CV052,FCN001," 5,535.00 ", 23.68 , RMT , 10.05 , 13.63 , 0.42 ," 55,626.75 ", -   , -   
Dec-23,V123,CV052,FCN001," 5,535.00 ", 13.62 , RMT , 13.62 , -   , 1.00 ," 75,386.70 ", -   , -   
Dec-23,V123,CV048,FCN012," 1,600.00 ", 4.00 , NOS , 1.12 , 2.88 , 0.28 ," 1,792.00 ", -   , -   
Dec-23,V123,CV055,ETL006," 14,832.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 14,832.00 ", -   , -   
Dec-23,V123,CV048,PMG008," 1,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V123,CV048,FCN003, 450.00 , 12.50 , SFT , 12.50 , -   , 1.00 ," 5,625.00 ", -   , -   
Dec-23,V123,CV056,EEL001," 12,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 12,000.00 ", -   , -   
Dec-23,V123,CV023,PMG009," 1,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V123,CV001,EEL002, 225.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 225.00 , -   , -   
Dec-23,V123,CV001,EEL003, 225.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V123,CV040,EEL004, 34.00 , 100.00 , RFT , 100.00 , -   , 1.00 ," 3,400.00 ", -   , -   
Dec-23,V123,CV040,EEL005, 77.00 , 27.00 , RFT , 27.00 , -   , 1.00 ," 2,079.00 ", -   , -   
Dec-23,V123,CV040,EEL006, 23.00 , 249.00 , SFT , 249.00 , -   , 1.00 ," 5,727.00 ", -   , -   
Dec-23,V123,CV040,EEL007, 151.00 , 15.00 , RFT , 15.00 , -   , 1.00 ," 2,265.00 ", -   , -   
Dec-23,V123,CV022,EEL008, 350.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V123,CV046,EEL008, 300.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 300.00 , -   , -   
Dec-23,V123,CV042,EEL009, 400.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 400.00 , -   , -   
Dec-23,V123,CV058,CIN001," 9,800.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 9,800.00 ", -   , -   
Dec-23,V123,CV023,CIN002," 1,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V123,CV023,CIN003," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V123,CV023,CIN004," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V123,CV023,CIN005," 1,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V123,CV023,CIN006," 3,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 3,000.00 ", -   , -   
Dec-23,V123,CV019,CIN056, 215.28 , 3.63 , SQM , 3.63 , -0.00 , 1.00 , 781.47 , -   , -   
Dec-23,V123,CV019,CIN057, 430.56 , 6.78 , SQM , 6.78 , 0.00 , 1.00 ," 2,919.20 ", -   , -   
Dec-23,V123,CV008,ATL006, 193.75 , 45.43 , SQM , 45.43 , -   , 1.00 ," 8,802.06 ", -   , -   
Dec-23,V123,CV008,ATL007, 139.93 , 80.11 , SQM , 80.11 , 0.00 , 1.00 ," 11,209.95 ", -   , -   
Dec-23,V123,CV008,ATL008, 193.75 , 48.47 , SQM , 48.47 , -   , 1.00 ," 9,391.16 ", -   , -   
Dec-23,V123,CV042,CIN081, 91.49 , 102.01 , SQM , 102.01 , -   , 1.00 ," 9,333.30 ", -   , -   
Dec-23,V123,CV042,CIN082, 48.44 , 8.64 , SQM , 8.64 , -   , 1.00 , 418.50 , -   , -   
Dec-23,V123,CV047,CIN114," 7,500.00 ", 0.59 , MT , 0.59 , -0.00 , 1.00 ," 4,425.00 ", -   , -   
Dec-23,V124,CV056,PMY001, 54.00 , 59.29 , SQM , 59.29 , -   , 1.00 ," 3,201.66 ", -   , -   
Dec-23,V124,CV025,PMY002," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V124,CV025,PMY003, 500.00 , 2.00 , NOS , 2.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V124,CV025,EHK001, 211.68 , 101.87 , CUM , 101.87 , -   , 1.00 ," 21,563.84 ", -   , -   
Dec-23,V124,CV056,EHK002, 22.00 , 50.93 , SQM , 50.93 , -   , 1.00 ," 1,120.46 ", -   , -   
Dec-23,V124,CV025,EHK003, 141.12 , 78.55 , CUM , 78.55 , -   , 1.00 ," 11,084.98 ", -   , -   
Dec-23,V124,CV025,EHK005, 141.12 , 27.51 , CUM , 27.51 , -   , 1.00 ," 3,882.21 ", -   , -   
Dec-23,V124,CV056,EHK006, 22.00 , 59.29 , SQM , 59.29 , -   , 1.00 ," 1,304.38 ", -   , -   
Dec-23,V124,CV056,CRG001," 1,000.00 ", 5.09 , CUM , 5.09 , 0.00 , 1.00 ," 5,090.00 ", -   , -   
Dec-23,V124,CV056,CRG002," 1,000.00 ", 2.78 , CUM , 2.78 , 0.00 , 1.00 ," 2,780.00 ", -   , -   
Dec-23,V124,CV056,CRG003," 1,000.00 ", 5.93 , CUM , 5.93 , -0.00 , 1.00 ," 5,930.00 ", -   , -   
Dec-23,V124,CV031,RRT001," 6,800.00 ", 0.37 , MT , 0.37 , -   , 1.00 ," 2,516.00 ", -   , -   
Dec-23,V124,CV031,RRT002," 6,800.00 ", 0.45 , MT , 0.45 , -   , 1.00 ," 3,060.00 ", -   , -   
Dec-23,V124,CV031,RRT003," 6,800.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,224.00 ", -   , -   
Dec-23,V124,CV047,RRT003," 7,500.00 ", 0.37 , MT , 0.37 , -   , 1.00 ," 2,775.00 ", -   , -   
Dec-23,V124,CV047,RRT004," 7,500.00 ", 0.50 , MT , 0.50 , -   , 1.00 ," 3,750.00 ", -   , -   
Dec-23,V124,CV047,RRT005," 7,500.00 ", 1.25 , MT , 1.25 , -   , 1.00 ," 9,375.00 ", -   , -   
Dec-23,V124,CV047,RRT006," 7,500.00 ", 0.14 , MT , 0.14 , -   , 1.00 ," 1,050.00 ", -   , -   
Dec-23,V124,CV047,RRT007," 7,500.00 ", 0.14 , MT , 0.14 , -   , 1.00 ," 1,050.00 ", -   , -   
Dec-23,V124,CV064,STG001, 301.39 , 33.92 , SQM , 33.92 , 0.00 , 1.00 ," 10,223.22 ", -   , -   
Dec-23,V124,CV064,STG002, 301.39 , 23.64 , SQM , 23.64 , -   , 1.00 ," 7,124.91 ", -   , -   
Dec-23,V124,CV064,STG003, 301.39 , 59.95 , SQM , 59.95 , 0.00 , 1.00 ," 18,068.45 ", -   , -   
Dec-23,V124,CV064,STG004, 301.39 , 41.28 , SQM , 41.28 , -   , 1.00 ," 12,441.46 ", -   , -   
Dec-23,V124,CV064,STG005, 301.39 , 125.99 , SQM , 125.99 , -   , 1.00 ," 37,972.38 ", -   , -   
Dec-23,V124,CV064,STG006, 301.39 , 12.26 , SQM , 12.26 , -   , 1.00 ," 3,695.07 ", -   , -   
Dec-23,V124,CV064,STG007, 301.39 , 16.11 , SQM , 16.11 , -   , 1.00 ," 4,855.43 ", -   , -   
Dec-23,V124,CV056,CRG004, 225.00 , 9.90 , CUM , 9.90 , -   , 1.00 ," 2,227.50 ", -   , -   
Dec-23,V124,CV056,CRG005," 1,500.00 ", 1.32 , CUM , 1.32 , -   , 1.00 ," 1,980.00 ", -   , -   
Dec-23,V124,CV056,CRG006, 900.00 , 4.74 , CUM , 4.74 , -   , 1.00 ," 4,266.00 ", -   , -   
Dec-23,V124,CV056,CRG007," 2,000.00 ", 2.85 , CUM , 2.85 , -   , 1.00 ," 5,700.00 ", -   , -   
Dec-23,V124,CV056,CRG008, 225.00 , 13.08 , CUM , 13.08 , 0.00 , 1.00 ," 2,943.00 ", -   , -   
Dec-23,V124,CV056,CRG009," 2,000.00 ", 1.70 , CUM , 1.70 , 0.00 , 1.00 ," 3,400.00 ", -   , -   
Dec-23,V124,CV056,CRG010," 1,500.00 ", 0.61 , CUM , 0.61 , -   , 1.00 , 915.00 , -   , -   
Dec-23,V124,CV044,ETL001," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V124,CV047,RRT008," 7,500.00 ", 0.50 , MT , 0.50 , -   , 1.00 ," 3,750.00 ", -   , -   
Dec-23,V124,CV047,RRT009," 7,500.00 ", 1.10 , MT , 1.10 , -   , 1.00 ," 8,250.00 ", -   , -   
Dec-23,V124,CV047,RRT010," 7,500.00 ", 0.14 , MT , 0.14 , -   , 1.00 ," 1,050.00 ", -   , -   
Dec-23,V124,CV047,RRT011," 7,500.00 ", 0.15 , MT , 0.15 , -   , 1.00 ," 1,125.00 ", -   , -   
Dec-23,V124,CV064,STG008, 301.39 , 41.58 , SQM , 41.58 , -   , 1.00 ," 12,531.88 ", -   , -   
Dec-23,V124,CV064,STG009, 301.39 , 125.21 , SQM , 125.21 , -   , 1.00 ," 37,737.29 ", -   , -   
Dec-23,V124,CV064,STG010, 301.39 , 12.26 , SQM , 12.26 , -   , 1.00 ," 3,695.07 ", -   , -   
Dec-23,V124,CV064,STG011, 301.39 , 17.63 , SQM , 17.63 , -   , 1.00 ," 5,313.54 ", -   , -   
Dec-23,V124,CV056,CRG011," 2,000.00 ", 2.32 , CUM , 2.32 , 0.00 , 1.00 ," 4,640.00 ", -   , -   
Dec-23,V124,CV056,CRG012, 225.00 , 13.56 , CUM , 13.56 , 0.00 , 1.00 ," 3,051.00 ", -   , -   
Dec-23,V124,CV056,CRG013," 2,000.00 ", 1.41 , CUM , 1.41 , -0.00 , 1.00 ," 2,820.00 ", -   , -   
Dec-23,V124,CV056,CRG014," 1,500.00 ", 0.84 , CUM , 0.84 , 0.00 , 1.00 ," 1,260.00 ", -   , -   
Dec-23,V124,CV047,RRT012," 7,500.00 ", 0.10 , MT , 0.10 , -   , 1.00 , 750.00 , -   , -   
Dec-23,V124,CV047,RRT013," 7,500.00 ", 0.17 , MT , 0.17 , -   , 1.00 ," 1,275.00 ", -   , -   
Dec-23,V124,CV047,RRT014," 7,500.00 ", 0.02 , MT , 0.02 , -   , 1.00 , 150.00 , -   , -   
Dec-23,V124,CV064,STG012, 301.39 , 10.80 , SQM , 10.80 , -   , 1.00 ," 3,255.03 ", -   , -   
Dec-23,V124,CV064,STG013, 301.39 , 22.88 , SQM , -   , 22.88 , -   , -   , -   , -   
Dec-23,V124,CV064,STG014, 301.39 , 1.92 , SQM , 1.92 , -   , 1.00 , 578.67 , -   , -   
Dec-23,V124,CV056,CRG015," 2,000.00 ", 0.41 , CUM , 0.41 , -   , 1.00 , 820.00 , -   , -   
Dec-23,V124,CV056,CRG016, 225.00 , 1.98 , CUM , 1.98 , -0.00 , 1.00 , 445.50 , -   , -   
Dec-23,V124,CV056,CRG016," 1,500.00 ", 0.07 , CUM , 0.07 , -   , 1.00 , 105.00 , -   , -   
Dec-23,V124,CV056,CRG017, 50.00 , 43.00 , NOS , 43.00 , -   , 1.00 ," 2,150.00 ", -   , -   
Dec-23,V124,CV015,ETL002," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V124,CV056,MOY005, 800.00 , 7.33 , CUM , 7.33 , 0.00 , 1.00 ," 5,864.00 ", -   , -   
Dec-23,V124,CV001,MOY001, 193.75 , 111.91 , SQM , 111.91 , 0.00 , 1.00 ," 21,682.79 ", -   , -   
Dec-23,V124,CV001,MOY002, 193.75 , 123.14 , SQM , 123.14 , -   , 1.00 ," 23,858.62 ", -   , -   
Dec-23,V124,CV001,MOY003, 193.75 , 62.70 , SQM , 62.70 , 0.00 , 1.00 ," 12,148.25 ", -   , -   
Dec-23,V124,CV001,PTG001, 65.60 , 30.49 , RMT , 30.49 , -   , 1.00 ," 2,000.14 ", -   , -   
Dec-23,V124,CV001,PTG002, 65.60 , 46.88 , RMT , 46.88 , -   , 1.00 ," 3,075.33 ", -   , -   
Dec-23,V124,CV001,MOY004, 161.46 , 1.14 , SQM , 1.14 , -   , 1.00 , 184.06 , -   , -   
Dec-23,V124,CV001,PTG003, 10.76 , 177.42 , SQM , 177.42 , -   , 1.00 ," 1,909.04 ", -   , -   
Dec-23,V124,CV001,PTG004, 139.93 , 60.55 , SQM , 60.55 , -   , 1.00 ," 8,472.88 ", -   , -   
Dec-23,V124,CV001,PTG005, 139.93 , 166.76 , SQM , 166.76 , -   , 1.00 ," 23,335.06 ", -   , -   
Dec-23,V124,CV001,PTG006, 193.75 , 165.15 , SQM , 165.15 , 0.00 , 1.00 ," 31,998.14 ", -   , -   
Dec-23,V124,CV015,ETL003," 12,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 12,000.00 ", -   , -   
Dec-23,V124,CV001,PTG007, 139.93 , 61.66 , SQM , 61.66 , 0.00 , 1.00 ," 8,628.21 ", -   , -   
Dec-23,V124,CV001,PTG008, 139.93 , 175.88 , SQM , 175.88 , 0.00 , 1.00 ," 24,611.24 ", -   , -   
Dec-23,V124,CV001,PTG009, 193.75 , 136.67 , SQM , 136.67 , -   , 1.00 ," 26,480.09 ", -   , -   
Dec-23,V124,CV001,PTG010, 139.93 , 8.87 , SQM , 8.87 , -   , 1.00 ," 1,241.20 ", -   , -   
Dec-23,V124,CV001,PTG011, 139.93 , 36.94 , SQM , 36.94 , -   , 1.00 ," 5,169.09 ", -   , -   
Dec-23,V124,CV001,PTG012, 193.75 , 112.48 , SQM , 112.48 , -   , 1.00 ," 21,793.22 ", -   , -   
Dec-23,V124,CV050,WRG001, 254.03 , 153.36 , SQM , 153.36 , -   , 1.00 ," 38,958.04 ", -   , -   
Dec-23,V124,CV050,WRG002, 254.03 , 13.97 , SQM , 13.97 , 0.00 , 1.00 ," 3,548.80 ", -   , -   
Dec-23,V124,CV050,WRG003, 190.52 , 15.87 , SQM , 15.87 , -   , 1.00 ," 3,023.55 ", -   , -   
Dec-23,V124,CV050,WRG004, 254.03 , 66.37 , SQM , 66.37 , -   , 1.00 ," 16,859.97 ", -   , -   
Dec-23,V124,CV050,WRG005, 254.03 , 93.10 , SQM , 93.10 , -0.00 , 1.00 ," 23,650.19 ", -   , -   
Dec-23,V124,CV050,WRG006, 295.00 , 8.00 , NOS , 8.00 , -   , 1.00 ," 2,360.00 ", -   , -   
Dec-23,V124,CV042,PNG001, 215.28 , 37.16 , SQM , 37.16 , -   , 1.00 ," 7,999.80 ", -   , -   
Dec-23,V124,CV042,PNG002, 96.89 , 113.16 , SQM , 113.16 , -   , 1.00 ," 10,964.07 ", -   , -   
Dec-23,V124,CV042,PNG003, 48.44 , 147.94 , SQM , 147.94 , -   , 1.00 ," 7,165.92 ", -   , -   
Dec-23,V124,CV042,PNG004, 48.44 , 112.08 , SQM , 112.08 , -   , 1.00 ," 5,428.93 ", -   , -   
Dec-23,V124,CV042,PNG005, 48.44 , 102.36 , SQM , 102.36 , -   , 1.00 ," 4,958.11 ", -   , -   
Dec-23,V124,CV042,PNG010, 91.50 , 166.76 , SQM , 166.76 , -   , 1.00 ," 15,258.54 ", -   , -   
Dec-23,V124,CV042,PNG011, 91.50 , 60.55 , SQM , 60.55 , -   , 1.00 ," 5,540.33 ", -   , -   
Dec-23,V124,CV042,PNG012, 91.50 , 175.88 , SQM , 175.88 , -   , 1.00 ," 16,093.02 ", -   , -   
Dec-23,V124,CV042,PNG013, 91.50 , 61.66 , SQM , 61.66 , -   , 1.00 ," 5,641.89 ", -   , -   
Dec-23,V124,CV042,PNG014, 91.50 , 36.94 , SQM , 36.94 , -   , 1.00 ," 3,380.01 ", -   , -   
Dec-23,V124,CV042,PNG015, 91.50 , 8.87 , SQM , 8.87 , -   , 1.00 , 811.61 , -   , -   
Dec-23,V124,CV016,FOG001, 301.39 , 20.12 , SQM , 20.12 , -   , 1.00 ," 6,064.01 ", -   , -   
Dec-23,V124,CV016,ATL003, 450.00 , 3.00 , NOS , 3.00 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V124,CV016,FOG002, 350.00 , 15.00 , NOS , 15.00 , -   , 1.00 ," 5,250.00 ", -   , -   
Dec-23,V124,CV016,FOG003, 82.00 , 41.17 , RMT , 41.17 , -   , 1.00 ," 3,375.94 ", -   , -   
Dec-23,V124,CV016,FOG004, 32.80 , 103.53 , RMT , 103.53 , -   , 1.00 ," 3,395.78 ", -   , -   
Dec-23,V124,CV016,FOG005, 131.20 , 26.83 , RMT , 26.83 , -   , 1.00 ," 3,520.10 ", -   , -   
Dec-23,V124,CV016,FOG007, 172.22 , 45.95 , SQM , 45.95 , 0.00 , 1.00 ," 7,913.69 ", -   , -   
Dec-23,V124,CV016,FOG008, 49.20 , 48.42 , RMT , 48.42 , -   , 1.00 ," 2,382.26 ", -   , -   
Dec-23,V124,CV016,FOG009, 183.00 , 46.00 , SQM , 46.00 , -   , 1.00 ," 8,418.00 ", -   , -   
Dec-23,V124,CV016,FOG010, 49.20 , 50.44 , RMT , 50.44 , -   , 1.00 ," 2,481.65 ", -   , -   
Dec-23,V124,CV016,FOG011, 183.00 , 2.50 , SQM , 2.50 , -   , 1.00 , 457.50 , -   , -   
Dec-23,V124,CV016,FOG012, 49.20 , 4.19 , RMT , 4.19 , -   , 1.00 , 206.15 , -   , -   
Dec-23,V124,CV016,FOG013, 183.00 , 4.01 , SQM , 4.01 , -   , 1.00 , 733.83 , -   , -   
Dec-23,V124,CV016,FOG014, 49.20 , 9.98 , RMT , 9.98 , -   , 1.00 , 491.02 , -   , -   
Dec-23,V124,CV016,FOG015, 183.00 , 12.64 , SQM , 12.64 , -0.01 , 1.00 ," 2,313.12 ", -   , -   
Dec-23,V124,CV016,FOG016, 49.20 , 16.80 , RMT , 16.80 , -   , 1.00 , 826.56 , -   , -   
Dec-23,V124,CV016,FOG017, 183.00 , 12.82 , SQM , 12.82 , 0.00 , 1.00 ," 2,346.06 ", -   , -   
Dec-23,V124,CV016,FOG018, 2.50 ," 1,055.00 ", SFT ," 1,055.00 ", -   , 1.00 ," 2,637.50 ", -   , -   
Dec-23,V124,CV016,FOG019, 183.00 , 3.70 , SQM , 3.70 , -   , 1.00 , 677.10 , -   , -   
Dec-23,V124,CV016,FOG020, 183.00 , 17.34 , SQM , 17.34 , -   , 1.00 ," 3,173.22 ", -   , -   
Dec-23,V124,CV016,FOG021, 183.00 , 7.44 , SQM , 7.44 , -   , 1.00 ," 1,361.52 ", -   , -   
Dec-23,V124,CV016,FOG022, 183.00 , 34.90 , SQM , 34.90 , -   , 1.00 ," 6,386.70 ", -   , -   
Dec-23,V124,CV006,DLG001, 26.91 , 190.91 , SQM , 190.91 , 0.00 , 1.00 ," 5,137.39 ", -   , -   
Dec-23,V124,CV036,ETL004," 14,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 14,500.00 ", -   , -   
Dec-23,V124,CV036,ETL007, 600.00 , 1.00 , NOS , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV036,ETL005," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V124,CV023,PMG001," 9,000.00 ", 0.50 , LUMP SUM , -   , 0.50 , -   , -   , -   , -   
Dec-23,V124,CV005,PMG001," 9,000.00 ", 0.50 , LUMP SUM , 0.50 , -   , 1.00 ," 4,500.00 ", -   , -   
Dec-23,V124,CV023,PMG002," 6,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV023,PMG003, 500.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV023,PMG004," 4,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV023,PMG005," 6,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 6,000.00 ", -   , -   
Dec-23,V124,CV023,PMG006," 1,800.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV023,PMG007," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V124,CV052,FCN001," 4,954.00 ", 24.39 , RMT , 24.39 , -   , 1.00 ," 1,20,828.06 ", -   , -   
Dec-23,V124,CV048,FCN012," 1,600.00 ", 4.00 , NOS , 4.00 , -   , 1.00 ," 6,400.00 ", -   , -   
Dec-23,V124,CV055,ETL006," 12,850.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 12,850.00 ", -   , -   
Dec-23,V124,CV048,PMG008," 1,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V124,CV056,EEL001," 12,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 12,000.00 ", -   , -   
Dec-23,V124,CV023,PMG009," 1,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V124,CV001,EEL002, 225.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 225.00 , -   , -   
Dec-23,V124,CV001,EEL003, 225.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV001,ATL001, 750.00 , 4.00 , NOS , 4.00 , -   , 1.00 ," 3,000.00 ", -   , -   
Dec-23,V124,CV040,EEL004, 34.00 , 60.00 , RFT , 60.00 , -   , 1.00 ," 2,040.00 ", -   , -   
Dec-23,V124,CV040,EEL005, 77.00 , 24.00 , RFT , 24.00 , -   , 1.00 ," 1,848.00 ", -   , -   
Dec-23,V124,CV040,EEL006, 23.00 , 111.00 , SFT , 111.00 , -   , 1.00 ," 2,553.00 ", -   , -   
Dec-23,V124,CV040,EEL007, 363.00 , 8.50 , RFT , 8.50 , -   , 1.00 ," 3,085.50 ", -   , -   
Dec-23,V124,CV022,EEL008, 350.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V124,CV042,EEL009, 400.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 400.00 , -   , -   
Dec-23,V124,CV049,EEL013, 800.00 , 1.00 , NOS , 1.00 , -   , 1.00 , 800.00 , -   , -   
Dec-23,V124,CV020,ATL004, 1.50 ," 1,055.00 ", SFT ," 1,055.00 ", -   , 1.00 ," 1,582.50 ", -   , -   
Dec-23,V124,CV023,CIN004," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V124,CV036,CIN017," 2,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V124,CV036,CIN018," 2,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V124,CV042,CIN081, 91.49 , 102.01 , SQM , 102.01 , -   , 1.00 ," 9,333.30 ", -   , -   
Dec-23,V124,CV042,CIN082, 48.44 , 8.64 , SQM , 8.64 , -   , 1.00 , 418.50 , -   , -   
Dec-23,V124,CV016,CIN144, 495.45 , 21.94 , SQM , 21.94 , -   , 1.00 ," 10,870.17 ", -   , -   
Dec-23,V125,CV056,PMY001, 54.00 , 59.29 , SQM , 59.29 , -   , 1.00 ," 3,201.66 ", -   , -   
Dec-23,V125,CV025,PMY002," 4,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V125,CV025,PMY003, 500.00 , 2.00 , NOS , 2.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V125,CV025,EHK001, 211.68 , 101.87 , CUM , 100.11 , 1.76 , 0.98 ," 21,191.28 ", -   , -   
Dec-23,V125,CV056,EHK002, 22.00 , 50.93 , SQM , 50.93 , -   , 1.00 ," 1,120.46 ", -   , -   
Dec-23,V125,CV056,PMY005, 22.00 , 58.00 , SQM , 58.00 , -   , 1.00 ," 1,276.00 ", -   , -   
